	r	theta 	V
125	3.05	1.5707963267948968	0.007123248132843001
126	3.05	1.6336281798666925	-0.11387169458507101
127	3.05	1.6964600329384885	-0.23296188221694922
128	3.05	1.7592918860102844	-0.3482703185073945
129	3.05	1.8221237390820801	-0.45797872008221735
130	3.05	1.884955592153876	-0.560356124142978
131	3.05	1.9477874452256718	-0.6537865201437236
132	3.05	2.0106192982974678	-0.7367948586587498
133	3.05	2.0734511513692637	-0.8080707731092446
134	3.05	2.1362830044410597	-0.8664894601917428
135	3.05	2.199114857512855	-0.9111293581370878
136	3.05	2.261946710584651	-0.9412864538704204
137	3.05	2.324778563656447	-0.9564851632958622
138	3.05	2.387610416728243	-0.9564857382402563
139	3.05	2.450442269800039	-0.9412881001537422
140	3.05	2.5132741228718345	-0.9111319620568438
141	3.05	2.5761059759436304	-0.8664931359755389
142	3.05	2.6389378290154264	-0.8080760342905664
143	3.05	2.7017696820872223	-0.7368025070473827
144	3.05	2.7646015351590183	-0.6537972517098172
145	3.05	2.8274333882308142	-0.5603700655328384
146	3.05	2.8902652413026098	-0.4579952131793225
147	3.05	2.9530970943744057	-0.3482882000904127
148	3.05	3.0159289474462017	-0.23298029447810406
149	3.05	3.0787608005179976	-0.11389120602681595
150	3.05	3.1415926535897936	0.007099626891537789
151	3.05	3.204424506661589	0.12808267852611102
152	3.05	3.267256359733385	0.2471484458677093
153	3.05	3.330088212805181	0.3624175642956415
154	3.05	3.392920065876977	0.47207045503781137
155	3.05	3.455751918948773	0.5743760297094956
156	3.05	3.518583772020569	0.6677189949732553
157	3.05	3.5814156250923643	0.7506253296090256
158	3.05	3.6442474781641603	0.8217855361384167
159	3.05	3.7070793312359562	0.8800752997304451
160	3.05	3.769911184307752	0.9245732257866943
161	3.05	3.832743037379548	0.9545753760864334
162	3.05	3.8955748904513436	0.9696063759589113
163	3.05	3.9584067435231396	0.9694269178379513
164	3.05	4.0212385965949355	0.954037541788529
165	3.05	4.084070449666731	0.9236786329158116
166	3.05	4.1469023027385274	0.8788266363417446
167	3.05	4.209734155810323	0.8201865497237164
168	3.05	4.272566008882119	0.7486808112666951
169	3.05	4.335397861953915	0.6654347583089328
170	3.05	4.39822971502571	0.571758886107021
171	3.05	4.461061568097507	0.46912818666840844
172	3.05	4.523893421169302	0.3591588932799565
173	3.05	4.586725274241099	0.24358299752192775
174	3.05	4.649557127312894	0.12422094080710971
175	3.05	4.71238898038469	0.002952911109090401
176	3.05	4.775220833456486	-0.11831080245576618
177	3.05	4.838052686528282	-0.23765992953172718
178	3.05	4.900884539600078	-0.3532143377907598
179	3.05	4.9637163926718735	-0.46315367648359484
180	3.05	5.026548245743669	-0.5657460766078876
181	3.05	5.089380098815465	-0.6593754548602407
182	3.05	5.152211951887261	-0.7425669905550206
183	3.05	5.215043804959057	-0.8140103734318647
184	3.05	5.277875658030853	-0.8725804553554641
185	3.05	5.340707511102649	-0.9173549798108223
186	3.05	5.403539364174445	-0.9476291091056316
187	3.05	5.46637121724624	-0.9629265196246295
188	3.05	5.529203070318037	-0.9630068895802253
189	3.05	5.592034923389832	-0.9478696606042429
190	3.05	5.6548667764616285	-0.9177540133916352
191	3.05	5.717698629533424	-0.8731350575798157
192	3.05	5.7805304826052195	-0.8147162962384592
193	3.05	5.843362335677016	-0.7434184849082275
194	3.05	5.906194188748811	-0.6603650631991873
195	3.05	5.969026041820608	-0.5668643926339749
196	3.05	6.031857894892403	-0.4643890867306211
197	3.05	6.094689747964199	-0.35455276715348977
198	3.05	6.157521601035995	-0.2390846218714192
199	3.05	6.220353454107791	-0.11980217635758071
200	3.1	0.0	0.0028097371404368922
201	3.1	0.06283185307179587	0.12016797036441829
202	3.1	0.12566370614359174	0.23574218009159542
203	3.1	0.1884955592153876	0.3477177373645311
204	3.1	0.25132741228718347	0.4543359372241907
205	3.1	0.3141592653589793	0.5539211869636674
206	3.1	0.3769911184307752	0.6449069111145334
207	3.1	0.4398229715025711	0.7258598340096948
208	3.1	0.5026548245743669	0.7955023388572555
209	3.1	0.5654866776461628	0.8527326363590618
210	3.1	0.6283185307179586	0.8966424988942725
211	3.1	0.6911503837897546	0.9265323223996655
212	3.1	0.7539822368615504	0.9419232654054219
213	3.1	0.8168140899333463	0.9425661873763409
214	3.1	0.8796459430051422	0.928447078070721
215	3.1	0.942477796076938	0.8997886545647038
216	3.1	1.0053096491487339	0.8570478256222327
217	3.1	1.0681415022205298	0.8009088056291163
218	3.1	1.1309733552923256	0.7322718146925667
219	3.1	1.1938052083641215	0.6522375228202003
220	3.1	1.2566370614359172	0.5620876565845911
221	3.1	1.3194689145077132	0.46326243635495173
222	3.1	1.3823007675795091	0.3573356882735032
223	3.1	1.4451326206513049	0.24598852053973297
224	3.1	1.5079644737231008	0.13098233991337083
225	3.1	1.5707963267948968	0.014131731653762475
226	3.1	1.6336281798666925	-0.10272259187696363
227	3.1	1.6964600329384885	-0.2177408410731708
228	3.1	1.7592918860102844	-0.32911138143465224
229	3.1	1.8221237390820801	-0.4350782334235599
230	3.1	1.884955592153876	-0.533968635452463
231	3.1	1.9477874452256718	-0.6242200998093106
232	3.1	2.0106192982974678	-0.7044061094344042
233	3.1	2.0734511513692637	-0.773259538229475
234	3.1	2.1362830044410597	-0.8296930633669813
235	3.1	2.199114857512855	-0.8728161855168567
236	3.1	2.261946710584651	-0.9019488119893047
237	3.1	2.324778563656447	-0.9166315325658909
238	3.1	2.387610416728243	-0.9166326784423311
239	3.1	2.450442269800039	-0.9019520856183219
240	3.1	2.5132741228718345	-0.8728213437071625
241	3.1	2.5761059759436304	-0.829700321253357
242	3.1	2.6389378290154264	-0.7732699220324009
243	3.1	2.7017696820872223	-0.7044212362373174
244	3.1	2.7646015351590183	-0.6242413813694677
245	3.1	2.8274333882308142	-0.5339963374490224
246	3.1	2.8902652413026098	-0.435111031507903
247	3.1	2.9530970943744057	-0.3291469136405319
248	3.1	3.0159289474462017	-0.21777733054754758
249	3.1	3.0787608005179976	-0.10276109842078175
250	3.1	3.1415926535897936	0.014085264830622128
251	3.1	3.204424506661589	0.13091618949589975
252	3.1	3.267256359733385	0.2458861506106601
253	3.1	3.330088212805181	0.35717877616666466
254	3.1	3.392920065876977	0.46303551023753436
255	3.1	3.455751918948773	0.561783363991113
256	3.1	3.518583772020569	0.6518613081821383
257	3.1	3.5814156250923643	0.7318448970637732
258	3.1	3.6442474781641603	0.8004687435575301
259	3.1	3.7070793312359562	0.8566464899288184
260	3.1	3.769911184307752	0.8994879531562556
261	3.1	3.832743037379548	0.9283131738549716
262	3.1	3.8955748904513436	0.9426631508083574
263	3.1	3.9584067435231396	0.9423070928809063
264	3.1	4.0212385965949355	0.9272460716653768
265	3.1	4.084070449666731	0.8977130162967741
266	3.1	4.1469023027385274	0.8541690518917519
267	3.1	4.209734155810323	0.7972962399433341
268	3.1	4.272566008882119	0.727986834206551
269	3.1	4.335397861953915	0.6473292211815855
270	3.1	4.39822971502571	0.5565907675616136
271	3.1	4.461061568097507	0.4571978452680484
272	3.1	4.523893421169302	0.35071334868074305
273	3.1	4.586725274241099	0.23881205870983832
274	3.1	4.649557127312894	0.1232542425646722
275	3.1	4.71238898038469	0.005857905542623452
276	3.1	4.775220833456486	-0.11152986757163837
277	3.1	4.838052686528282	-0.22706202925474006
278	3.1	4.900884539600078	-0.3389206847279438
279	3.1	4.9637163926718735	-0.4453457468544974
280	3.1	5.026548245743669	-0.5446626782050186
281	3.1	5.089380098815465	-0.6353088823538469
282	3.1	5.152211951887261	-0.715858327773247
283	3.1	5.215043804959057	-0.785044015412797
284	3.1	5.277875658030853	-0.8417779349114773
285	3.1	5.340707511102649	-0.8851681939155751
286	3.1	5.403539364174445	-0.9145330494028852
287	3.1	5.46637121724624	-0.9294116186318193
288	3.1	5.529203070318037	-0.9295710996506314
289	3.1	5.592034923389832	-0.9150103863601924
290	3.1	5.6548667764616285	-0.885960020181962
291	3.1	5.717698629533424	-0.8428784786808612
292	3.1	5.7805304826052195	-0.7864448602212617
293	3.1	5.843362335677016	-0.7175480821768301
294	3.1	5.906194188748811	-0.6372727676024953
295	3.1	5.969026041820608	-0.5468820507246096
296	3.1	6.031857894892403	-0.44779758407005693
297	3.1	6.094689747964199	-0.3415770781409774
298	3.1	6.157521601035995	-0.22988974650884778
299	3.1	6.220353454107791	-0.11449006313040339
300	3.15	0.0	0.004176298298664819
301	3.15	0.06283185307179587	0.11782510277526738
302	3.15	0.12566370614359174	0.2297810797345683
303	3.15	0.1884955592153876	0.33829063107173507
304	3.15	0.25132741228718347	0.44165327955368333
305	3.15	0.3141592653589793	0.5382476671494377
306	3.15	0.3769911184307752	0.6265563451965657
307	3.15	0.4398229715025711	0.7051890689468545
308	3.15	0.5026548245743669	0.7729043516860461
309	3.15	0.5654866776461628	0.8286290672079303
310	3.15	0.6283185307179586	0.8714759034418125
311	3.15	0.6911503837897546	0.9007584560313029
312	3.15	0.7539822368615504	0.9160037059879531
313	3.15	0.8168140899333463	0.9169615566648516
314	3.15	0.8796459430051422	0.9036110297964068
315	3.15	0.942477796076938	0.876162666442859
316	3.15	1.0053096491487339	0.8350566810942872
317	3.15	1.0681415022205298	0.7809565088941719
318	3.15	1.1309733552923256	0.7147375864382745
319	3.15	1.1938052083641215	0.6374715094982304
320	3.15	1.2566370614359172	0.5504060754195087
321	3.15	1.3194689145077132	0.4549420691101927
322	3.15	1.3823007675795091	0.35260789497798906
323	3.15	1.4451326206513049	0.24503320635445974
324	3.15	1.5079644737231008	0.13392249545293636
325	3.15	1.5707963267948968	0.021029210338755423
326	3.15	1.6336281798666925	-0.09186952793741088
327	3.15	1.6964600329384885	-0.2029979566095529
328	3.15	1.7592918860102844	-0.3106069820867867
329	3.15	1.8221237390820801	-0.41300015226609815
330	3.15	1.884955592153876	-0.5085602283734878
331	3.15	1.9477874452256718	-0.5957757295335337
332	3.15	2.0106192982974678	-0.673266381897324
333	3.15	2.0734511513692637	-0.7398062897580042
334	3.15	2.1362830044410597	-0.7943439120790332
335	3.15	2.199114857512855	-0.836018438052003
336	3.15	2.261946710584651	-0.8641726492988826
337	3.15	2.324778563656447	-0.8783625949800904
338	3.15	2.387610416728243	-0.8783643133615366
339	3.15	2.450442269800039	-0.8641775402135958
340	3.15	2.5132741228718345	-0.8360260960174536
341	3.15	2.5761059759436304	-0.7943546286591187
342	3.15	2.6389378290154264	-0.739821610003692
343	3.15	2.7017696820872223	-0.6732887768574837
344	3.15	2.7646015351590183	-0.595807376398315
345	3.15	2.8274333882308142	-0.508601558438039
346	3.15	2.8902652413026098	-0.4130491497011789
347	3.15	2.9530970943744057	-0.31065999997531163
348	3.15	3.0159289474462017	-0.20305216762947742
349	3.15	3.0787608005179976	-0.0919263426583207
350	3.15	3.1415926535897936	0.0209610208156171
351	3.15	3.204424506661589	0.13382540704377535
352	3.15	3.267256359733385	0.2448823659231436
353	3.15	3.330088212805181	0.35237565937986876
354	3.15	3.392920065876977	0.45460498607164446
355	3.15	3.455751918948773	0.5499528229583203
356	3.15	3.518583772020569	0.6369099466985436
357	3.15	3.5814156250923643	0.7140992425982275
358	3.15	3.6442474781641603	0.780297438721232
359	3.15	3.7070793312359562	0.8344544200635747
360	3.15	3.769911184307752	0.8757098086904752
361	3.15	3.832743037379548	0.9034065473052353
362	3.15	3.8955748904513436	0.9171012779648596
363	3.15	3.9584067435231396	0.9165713539099724
364	3.15	4.0212385965949355	0.9018183701604754
365	3.15	4.084070449666731	0.8730681556810824
366	3.15	4.1469023027385274	0.8307672295411221
367	3.15	4.209734155810323	0.7755757778880348
368	3.15	4.272566008882119	0.7083572609007258
369	3.15	4.335397861953915	0.6301648131005473
370	3.15	4.39822971502571	0.542224652568261
371	3.15	4.461061568097507	0.44591676088769494
372	3.15	4.523893421169302	0.3427531378137573
373	3.15	4.586725274241099	0.2343539737396173
374	3.15	4.649557127312894	0.12242211628063801
375	3.15	4.71238898038469	0.00871623358648344
376	3.15	4.775220833456486	-0.1049769024338698
377	3.15	4.838052686528282	-0.21687057542179644
378	3.15	4.900884539600078	-0.3252062819885222
379	3.15	4.9637163926718735	-0.42828144297969717
380	3.15	5.026548245743669	-0.524476231046073
381	3.15	5.089380098815465	-0.6122790907893213
382	3.15	5.152211951887261	-0.6903105483925658
383	3.15	5.215043804959057	-0.7573449343812779
384	3.15	5.277875658030853	-0.8123296758489826
385	3.15	5.340707511102649	-0.8544018527051611
386	3.15	5.403539364174445	-0.8829017554137261
387	3.15	5.46637121724624	-0.8973832287656139
388	3.15	5.529203070318037	-0.897620636846685
389	3.15	5.592034923389832	-0.8836123376553189
390	3.15	5.6548667764616285	-0.8555806111525283
391	3.15	5.717698629533424	-0.8139680412298156
392	3.15	5.7805304826052195	-0.7594304094154597
393	3.15	5.843362335677016	-0.6928262155290645
394	3.15	5.906194188748811	-0.6152029972651559
395	3.15	5.969026041820608	-0.527780675979232
396	3.15	6.031857894892403	-0.43193220865718535
397	3.15	6.094689747964199	-0.32916187449617473
398	3.15	6.157521601035995	-0.22108156647527352
399	3.15	6.220353454107791	-0.10938549118627154
400	3.2	0.0	0.005516040382526676
401	3.2	0.06283185307179587	0.11562519125692622
402	3.2	0.12566370614359174	0.22412963690009005
403	3.2	0.1884955592153876	0.32933416798824044
404	3.2	0.25132741228718347	0.42959399190889913
405	3.2	0.3141592653589793	0.5233395804937533
406	3.2	0.3769911184307752	0.6091003808431799
407	3.2	0.4398229715025711	0.6855271526719444
408	3.2	0.5026548245743669	0.7514127433217037
409	3.2	0.5654866776461628	0.8057111453254443
410	3.2	0.6283185307179586	0.847554687130915
411	3.2	0.6911503837897546	0.8762691739575756
412	3.2	0.7539822368615504	0.8913867191793108
413	3.2	0.8168140899333463	0.8926558957219789
414	3.2	0.8796459430051422	0.8800487153365643
415	3.2	0.942477796076938	0.8537638492826621
416	3.2	1.0053096491487339	0.8142254840082892
417	3.2	1.0681415022205298	0.7620773049158635
418	3.2	1.1309733552923256	0.6981713475938417
419	3.2	1.1938052083641215	0.6235518416623336
420	3.2	1.2566370614359172	0.5394346437612899
421	3.2	1.3194689145077132	0.44718331321848714
422	3.2	1.3823007675795091	0.3482831991044757
423	3.2	1.4451326206513049	0.24431496302735928
424	3.2	1.5079644737231008	0.13692869799743723
425	3.2	1.5707963267948968	0.02781925850413349
426	3.2	1.6336281798666925	-0.08129725955575118
427	3.2	1.6964600329384885	-0.18870652972648178
428	3.2	1.7592918860102844	-0.292719390462172
429	3.2	1.8221237390820801	-0.3916963176515893
430	3.2	1.884955592153876	-0.4840730601766105
431	3.2	1.9477874452256718	-0.5683867482221225
432	3.2	2.0106192982974678	-0.6433011729172593
433	3.2	2.0734511513692637	-0.7076297697331925
434	3.2	2.1362830044410597	-0.760355191569698
435	3.2	2.199114857512855	-0.8006450442127562
436	3.2	2.261946710584651	-0.8278640183641706
437	3.2	2.324778563656447	-0.8415829587403716
438	3.2	2.387610416728243	-0.8415852572811715
439	3.2	2.450442269800039	-0.8278705267681823
440	3.2	2.5132741228718345	-0.8006551445774011
441	3.2	2.5761059759436304	-0.7603692157364285
442	3.2	2.6389378290154264	-0.7076497940506388
443	3.2	2.7017696820872223	-0.6433305856917553
444	3.2	2.7646015351590183	-0.5684285713383216
445	3.2	2.8274333882308142	-0.4841279320113429
446	3.2	2.8902652413026098	-0.39176149043338826
447	3.2	2.9530970943744057	-0.2927897984408406
448	3.2	3.0159289474462017	-0.18877809677637383
449	3.2	3.0787608005179976	-0.08137154536023668
450	3.2	3.1415926535897936	0.027730786616409035
451	3.2	3.204424506661589	0.13680271635511854
452	3.2	3.267256359733385	0.24411814607494567
453	3.2	3.330088212805181	0.3479782902904353
454	3.2	3.392920065876977	0.4467385057433386
455	3.2	3.455751918948773	0.5388342651978667
456	3.2	3.518583772020569	0.6228058459960778
457	3.2	3.5814156250923643	0.6973213595435425
458	3.2	3.6442474781641603	0.7611977776200176
459	3.2	3.7070793312359562	0.8134196200429519
460	3.2	3.769911184307752	0.8531549948970413
461	3.2	3.832743037379548	0.8797687371049765
462	3.2	3.8955748904513436	0.8928324470659519
463	3.2	3.9584067435231396	0.8921312733376876
464	3.2	4.0212385965949355	0.8776673266808663
465	3.2	4.084070449666731	0.8496596694652914
466	3.2	4.1469023027385274	0.8085408841411359
467	3.2	4.209734155810323	0.7549502762365059
468	3.2	4.272566008882119	0.689723816629174
469	3.2	4.335397861953915	0.6138809809591572
470	3.2	4.39822971502571	0.5286086953887582
471	3.2	4.461061568097507	0.43524264212359615
472	3.2	4.523893421169302	0.33524621844292524
473	3.2	4.586725274241099	0.23018748128951466
474	3.2	4.649557127312894	0.12171444183129934
475	3.2	4.71238898038469	0.011529099468400023
476	3.2	4.775220833456486	-0.09863937532055429
477	3.2	4.838052686528282	-0.20706188572932033
478	3.2	4.900884539600078	-0.3120366508595625
479	3.2	4.9637163926718735	-0.41191601558448915
480	3.2	5.026548245743669	-0.5051324045339196
481	3.2	5.089380098815465	-0.5902230100247067
482	3.2	5.152211951887261	-0.6658528237942364
483	3.2	5.215043804959057	-0.7308356481707734
484	3.2	5.277875658030853	-0.784152753876439
485	3.2	5.340707511102649	-0.8249688886523966
486	3.2	5.403539364174445	-0.8526453823470317
487	3.2	5.46637121724624	-0.8667501396048566
488	3.2	5.529203070318037	-0.8670643602935604
489	3.2	5.592034923389832	-0.8535858794026269
490	3.2	5.6548667764616285	-0.8265290718141345
491	3.2	5.717698629533424	-0.7863213225246022
492	3.2	5.7805304826052195	-0.7335961188973183
493	3.2	5.843362335677016	-0.6691828779190201
494	3.2	5.906194188748811	-0.5940936776528443
495	3.2	5.969026041820608	-0.509507117288856
496	3.2	6.031857894892403	-0.41674958324527056
497	3.2	6.094689747964199	-0.3172742477167262
498	3.2	6.157521601035995	-0.2126381681605889
499	3.2	6.220353454107791	-0.10447788823002567
500	3.25	0.0	0.006828155150703941
501	3.25	0.06283185307179587	0.11355683524837792
502	3.25	0.12566370614359174	0.21876607158075312
503	3.25	0.1884955592153876	0.3208165805284912
504	3.25	0.25132741228718347	0.41811688443145556
505	3.25	0.3141592653589793	0.5091470438462012
506	3.25	0.3769911184307752	0.5924813200386588
507	3.25	0.4398229715025711	0.6668095813553772
508	3.25	0.5026548245743669	0.7309573205600229
509	3.25	0.5654866776461628	0.7839041849679464
510	3.25	0.6283185307179586	0.8248009194547032
511	3.25	0.6911503837897546	0.8529845696713568
512	3.25	0.7539822368615504	0.8679916842747425
513	3.25	0.8168140899333463	0.8695691012627209
514	3.25	0.8796459430051422	0.8576817341408987
515	3.25	0.942477796076938	0.8325166366583558
516	3.25	1.0053096491487339	0.7944825801356062
517	3.25	1.0681415022205298	0.7442044829261797
518	3.25	1.1309733552923256	0.6825123233771376
519	3.25	1.1938052083641215	0.6104246383028926
520	3.25	1.2566370614359172	0.5291272917891389
521	3.25	1.3194689145077132	0.43994876812728917
522	3.25	1.3823007675795091	0.34433363564112296
523	3.25	1.4451326206513049	0.24381589383991972
524	3.25	1.5079644737231008	0.13999357559669345
525	3.25	1.5707963267948968	0.03450527540491469
526	3.25	1.6336281798666925	-0.07099159601031167
527	3.25	1.6964600329384885	-0.17484177877628262
528	3.25	1.7592918860102844	-0.27541363122532314
529	3.25	1.8221237390820801	-0.37112212047012494
530	3.25	1.884955592153876	-0.46045357811523585
531	3.25	1.9477874452256718	-0.5419914582626334
532	3.25	2.0106192982974678	-0.6144415396345774
533	3.25	2.0734511513692637	-0.6766547919773471
534	3.25	2.1362830044410597	-0.7276465779323491
535	3.25	2.199114857512855	-0.7666117439806628
536	3.25	2.261946710584651	-0.7929360006225136
537	3.25	2.324778563656447	-0.8062043712230678
538	3.25	2.387610416728243	-0.8062072645754719
539	3.25	2.450442269800039	-0.7929441392555446
540	3.25	2.5132741228718345	-0.7666242289632592
541	3.25	2.5761059759436304	-0.727663732370629
542	3.25	2.6389378290154264	-0.6766792416817892
543	3.25	2.7017696820872223	-0.6144776782540722
544	3.25	2.7646015351590183	-0.5420432622016849
545	3.25	2.8274333882308142	-0.46052195069739754
546	3.25	2.8902652413026098	-0.37120352820136443
547	3.25	2.9530970943744057	-0.2755014099501256
548	3.25	3.0159289474462017	-0.17493033987096654
549	3.25	3.0787608005179976	-0.07108238586528931
550	3.25	3.1415926535897936	0.034398253370465884
551	3.25	3.204424506661589	0.13984117443004976
552	3.25	3.267256359733385	0.24357607625393235
553	3.25	3.330088212805181	0.34395910838093335
554	3.25	3.392920065876977	0.43939884781076144
555	3.25	3.455751918948773	0.5283814445024656
556	3.25	3.518583772020569	0.6094945126640631
557	3.25	3.5814156250923643	0.6814494137197494
558	3.25	3.6442474781641603	0.743101606136746
559	3.25	3.7070793312359562	0.7934687350187922
560	3.25	3.769911184307752	0.831746156214268
561	3.25	3.832743037379548	0.857319648807831
562	3.25	3.8955748904513436	0.8697751284141018
563	3.25	3.9584067435231396	0.8689052110983191
564	3.25	4.0212385965949355	0.8547125160725317
565	3.25	4.084070449666731	0.8274096521593395
566	3.25	4.1469023027385274	0.7874158934696776
567	3.25	4.209734155810323	0.7353505985690415
568	3.25	4.272566008882119	0.672023473296333
569	3.25	4.335397861953915	0.5984218297840063
570	3.25	4.39822971502571	0.5156950450762956
571	3.25	4.461061568097507	0.42513646471697775
572	3.25	4.523893421169302	0.32816303508706907
573	3.25	4.586725274241099	0.22629298604948306
574	3.25	4.649557127312894	0.12112191703518173
575	3.25	4.71238898038469	0.014297663421750286
576	3.25	4.775220833456486	-0.09250566063013471
577	3.25	4.838052686528282	-0.19761403262857777
578	3.25	4.900884539600078	-0.2993798890557827
579	3.25	4.9637163926718735	-0.39620807348583814
580	3.25	5.026548245743669	-0.48658095539962837
581	3.25	5.089380098815465	-0.5690823224589898
582	3.25	5.152211951887261	-0.6424196684971345
583	3.25	5.215043804959057	-0.7054445243104851
584	3.25	5.277875658030853	-0.7571705088112106
